ID_EQUIP_EDUCACAO;NOME;DEPENDENCIA_ADM;CODIGO_INEP;TIPO_LOGRADOURO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;REGIONAL;GEOMETRIA
1982129;ESCOLA MUNICIPAL AGENOR ALVES DE CARVALHO;Municipal;31002798;RUA;AGENOR ALVES;53;;Nazaré;NORDESTE;POINT (615595.51 7804288.82)
1983130;EMEI OURO MINAS;EMEIS;31357588;RUA;DAS URSULINAS;98;;Ouro Minas;NORDESTE;POINT (614638.72 7805261.94)
1982096;CRECHE INFANTIL OS TRÊS PORQUINHOS;Creches Conveniadas;31302058;RUA;DOS FERREIROS;228;;São Gabriel;NORDESTE;POINT (614312.10 7804384.81)
1982083;CRECHE COMUNITÁRIA DOM GIUSSANI;Creches Conveniadas;31332038;RUA;GERALDO FERNANDES;190;;Novo Tupi;NORTE;POINT (614042.52 7805913.70)
1983137;EMEI JARDIM VITÓRIA;EMEIS;31357561;RUA;BRANCA;250;;Vitória;NORDESTE;POINT (617000.31 7803570.69)
1981781;ESCOLINHA EVANGÉLICA DE EDUCAÇÃO INFANTIL;Creches Conveniadas;31290203;BECO;SAO JOAO;90;;Estrela;CENTRO-SUL;POINT (610820.18 7793843.50)
1982146;ESCOLA MUNICIPAL PADRE GUILHERME PETERS;Municipal;31002852;RUA;CORONEL JORGE DAVIS;300;;Nossa Senhora do Rosário;CENTRO-SUL;POINT (613501.27 7795614.35)
1982528;CCEE - CENTRO CRISTÃO EVANGÉLICO EDUCACIONAL;Creches Conveniadas;31343684;RUA;FLOR D'AGUA;681;;Jardim Alvorada;PAMPULHA;POINT (605643.38 7800054.46)
1982531;AMBJA;Creches Conveniadas;31356875;RUA;FLOR D'AGUA;711;;Jardim Alvorada;PAMPULHA;POINT (605633.36 7800086.53)
1982256;ESCOLA MUNICIPAL LUIGI TONIOLO;Municipal;31003069;RUA;MAFRA;124;;Novo Glória;NOROESTE;POINT (602856.69 7799015.06)
1983143;EMEI PROFESSORA MARTA NAIR MONTEIRO;EMEIS;31357480;RUA;UNIAO;16;;Santa Rita de Cássia;CENTRO-SUL;POINT (610733.67 7793298.20)
1981778;CRECHE NOSSA SENHORA DO CARMO DA VILA SANTA RITA DE CÁSSIA;Creches Conveniadas;31290271;RUA;UNIAO;83;;Santa Rita de Cássia;CENTRO-SUL;POINT (610686.11 7793321.99)
1981753;ESCOLA MUNICIPAL ANTONIO MOURAO GUIMARAES;Municipal;31002950;RUA;INTERSINDICAL;270;;Flávio de Oliveira;BARREIRO;POINT (604348.61 7788040.55)
1983076;EMEI PLANALTO;EMEIS;31362093;RUA;LUIZ DE MELLO MATTOS;215;;Planalto;NORTE;POINT (610430.24 7805941.77)
1982990;CRECHE METODISTA ISABEL VEIGA PINTO;Creches Conveniadas;31308650;RUA;FLOR DE LA;40;;Jardim Alvorada;PAMPULHA;POINT (606203.93 7799209.89)
1981833;CENTRO DE EDUCAÇÃO INFANTIL SÃO FRANCISCO;Creches Conveniadas;31281409;RUA;ESPINOSA;1007;;Carlos Prates;NOROESTE;POINT (608724.14 7797640.45)
1981937;ESCOLA MUNICIPAL PROFESSOR JOAO CAMILO DE OLIVEIRA;Municipal;31002941;RUA;ESTER BATISTA VIEIRA;12;;Califórnia;NOROESTE;POINT (603676.61 7796035.20)
